YEAR,WEATHER_CONDITION,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_FATAL,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_UNKNOWN,INJURIES_TOTAL,COUNT
2016,CLEAR,2.0,3.0,0.0,0.0,0.0,5.0,1
2016,CLEAR,2.0,4.0,0.0,0.0,0.0,6.0,1
2016,CLEAR,3.0,0.0,0.0,0.0,0.0,3.0,6
2016,CLEAR,3.0,1.0,0.0,0.0,0.0,4.0,2
2016,CLEAR,3.0,4.0,1.0,0.0,0.0,8.0,1
2016,CLEAR,3.0,10.0,0.0,0.0,0.0,13.0,1
2016,CLEAR,4.0,0.0,0.0,0.0,0.0,4.0,3
2016,CLOUDY/OVERCAST,0.0,0.0,0.0,0.0,0.0,0.0,978
2016,CLOUDY/OVERCAST,0.0,0.0,0.0,1.0,0.0,1.0,43
2016,CLOUDY/OVERCAST,0.0,0.0,0.0,2.0,0.0,2.0,5
2016,CLOUDY/OVERCAST,0.0,0.0,0.0,3.0,0.0,3.0,2
2016,CLOUDY/OVERCAST,0.0,0.0,0.0,4.0,0.0,4.0,1
2016,CLOUDY/OVERCAST,0.0,1.0,0.0,0.0,0.0,1.0,25
2016,CLOUDY/OVERCAST,0.0,1.0,0.0,1.0,0.0,2.0,2
2016,CLOUDY/OVERCAST,0.0,2.0,0.0,0.0,0.0,2.0,3
2016,CLOUDY/OVERCAST,0.0,3.0,0.0,0.0,0.0,3.0,2
2016,CLOUDY/OVERCAST,0.0,3.0,0.0,1.0,0.0,4.0,1
2016,CLOUDY/OVERCAST,0.0,4.0,0.0,0.0,0.0,4.0,2
2016,CLOUDY/OVERCAST,1.0,0.0,0.0,0.0,0.0,1.0,14
2016,CLOUDY/OVERCAST,1.0,1.0,0.0,0.0,0.0,2.0,1
2016,CLOUDY/OVERCAST,2.0,5.0,0.0,0.0,0.0,7.0,1
2016,CLOUDY/OVERCAST,3.0,0.0,0.0,0.0,0.0,3.0,1
2016,CLOUDY/OVERCAST,4.0,0.0,0.0,0.0,0.0,4.0,1
2016,CLOUDY/OVERCAST,4.0,1.0,0.0,0.0,0.0,5.0,1
2016,FOG/SMOKE/HAZE,0.0,0.0,0.0,0.0,0.0,0.0,49
2016,FOG/SMOKE/HAZE,0.0,0.0,0.0,1.0,0.0,1.0,1
2016,FOG/SMOKE/HAZE,0.0,1.0,0.0,0.0,0.0,1.0,1
2016,FOG/SMOKE/HAZE,1.0,0.0,0.0,0.0,0.0,1.0,1
2016,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,104
2016,OTHER,0.0,0.0,0.0,1.0,0.0,1.0,1
2016,OTHER,0.0,1.0,0.0,0.0,0.0,1.0,3
2016,OTHER,0.0,1.0,0.0,1.0,0.0,2.0,1
2016,OTHER,1.0,0.0,0.0,0.0,0.0,1.0,1
2016,RAIN,0.0,0.0,0.0,0.0,0.0,0.0,3283
2016,RAIN,0.0,0.0,0.0,1.0,0.0,1.0,81
2016,RAIN,0.0,0.0,0.0,2.0,0.0,2.0,18
2016,RAIN,0.0,0.0,0.0,3.0,0.0,3.0,8
2016,RAIN,0.0,0.0,0.0,4.0,0.0,4.0,2
2016,RAIN,0.0,1.0,0.0,0.0,0.0,1.0,100
2016,RAIN,0.0,1.0,0.0,1.0,0.0,2.0,2
2016,RAIN,0.0,1.0,1.0,0.0,0.0,2.0,1
2016,RAIN,0.0,2.0,0.0,0.0,0.0,2.0,13
2016,RAIN,0.0,2.0,0.0,1.0,0.0,3.0,1
2016,RAIN,0.0,3.0,0.0,0.0,0.0,3.0,5
2016,RAIN,0.0,4.0,0.0,0.0,0.0,4.0,2
2016,RAIN,0.0,4.0,0.0,1.0,0.0,5.0,1
2016,RAIN,1.0,0.0,0.0,0.0,0.0,1.0,21
2016,RAIN,1.0,0.0,0.0,1.0,0.0,2.0,1
2016,RAIN,1.0,1.0,0.0,0.0,0.0,2.0,2
2016,RAIN,1.0,2.0,0.0,0.0,0.0,3.0,1
2016,RAIN,2.0,0.0,0.0,0.0,0.0,2.0,5
2016,RAIN,4.0,0.0,0.0,0.0,0.0,4.0,1
2016,SEVERE CROSS WIND GATE,0.0,0.0,0.0,0.0,0.0,0.0,15
2016,SEVERE CROSS WIND GATE,0.0,0.0,0.0,1.0,0.0,1.0,1
2016,SLEET/HAIL,0.0,0.0,0.0,0.0,0.0,0.0,39
2016,SLEET/HAIL,0.0,0.0,0.0,1.0,0.0,1.0,1
2016,SLEET/HAIL,0.0,1.0,0.0,0.0,0.0,1.0,3
2016,SLEET/HAIL,0.0,4.0,0.0,0.0,0.0,4.0,1
2016,SNOW,0.0,0.0,0.0,0.0,0.0,0.0,1276
2016,SNOW,0.0,0.0,0.0,1.0,0.0,1.0,36
2016,SNOW,0.0,0.0,0.0,2.0,0.0,2.0,2
2016,SNOW,0.0,0.0,0.0,3.0,0.0,3.0,1
2016,SNOW,0.0,1.0,0.0,0.0,0.0,1.0,22
2016,SNOW,0.0,2.0,0.0,0.0,0.0,2.0,2
2016,SNOW,0.0,3.0,0.0,0.0,0.0,3.0,4
2016,SNOW,0.0,5.0,0.0,0.0,0.0,5.0,1
2016,SNOW,1.0,0.0,0.0,0.0,0.0,1.0,8
2016,SNOW,1.0,2.0,0.0,0.0,0.0,3.0,1
2016,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,2537
2016,UNKNOWN,0.0,0.0,0.0,1.0,0.0,1.0,33
2016,UNKNOWN,0.0,0.0,0.0,2.0,0.0,2.0,4
2016,UNKNOWN,0.0,0.0,0.0,3.0,0.0,3.0,2
2016,UNKNOWN,0.0,1.0,0.0,0.0,0.0,1.0,34
2016,UNKNOWN,0.0,1.0,0.0,1.0,0.0,2.0,1
2016,UNKNOWN,0.0,2.0,0.0,0.0,0.0,2.0,4
2016,UNKNOWN,1.0,0.0,0.0,0.0,0.0,1.0,2
2016,UNKNOWN,1.0,1.0,0.0,0.0,0.0,2.0,1
2017,CLEAR,0.0,0.0,0.0,0.0,0.0,0.0,59594
2017,CLEAR,0.0,0.0,0.0,1.0,0.0,1.0,1987
2017,CLEAR,0.0,0.0,0.0,2.0,0.0,2.0,408
2017,CLEAR,0.0,0.0,0.0,3.0,0.0,3.0,117
2017,CLEAR,0.0,0.0,0.0,4.0,0.0,4.0,33
2017,CLEAR,0.0,0.0,0.0,5.0,0.0,5.0,13
2017,CLEAR,0.0,0.0,0.0,6.0,0.0,6.0,3
2017,CLEAR,0.0,0.0,0.0,7.0,0.0,7.0,1
2017,CLEAR,0.0,0.0,0.0,8.0,0.0,8.0,1
2017,CLEAR,0.0,0.0,0.0,9.0,0.0,9.0,1
2017,CLEAR,0.0,0.0,1.0,0.0,0.0,1.0,49
2017,CLEAR,0.0,0.0,2.0,0.0,0.0,2.0,3
2017,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,3085
2017,CLEAR,0.0,1.0,0.0,1.0,0.0,2.0,135
2017,CLEAR,0.0,1.0,0.0,2.0,0.0,3.0,28
2017,CLEAR,0.0,1.0,0.0,3.0,0.0,4.0,6
2017,CLEAR,0.0,1.0,0.0,4.0,0.0,5.0,2
2017,CLEAR,0.0,1.0,0.0,5.0,0.0,6.0,1
2017,CLEAR,0.0,1.0,1.0,0.0,0.0,2.0,2
2017,CLEAR,0.0,1.0,2.0,0.0,0.0,3.0,1
2017,CLEAR,0.0,2.0,0.0,0.0,0.0,2.0,522
2017,CLEAR,0.0,2.0,0.0,1.0,0.0,3.0,24
2017,CLEAR,0.0,2.0,0.0,2.0,0.0,4.0,5
2017,CLEAR,0.0,2.0,0.0,3.0,0.0,5.0,3
2017,CLEAR,0.0,2.0,0.0,4.0,0.0,6.0,1
2017,CLEAR,0.0,2.0,1.0,0.0,0.0,3.0,1
2017,CLEAR,0.0,3.0,0.0,0.0,0.0,3.0,136
2017,CLEAR,0.0,3.0,0.0,1.0,0.0,4.0,8
2017,CLEAR,0.0,3.0,0.0,2.0,0.0,5.0,3
2017,CLEAR,0.0,3.0,0.0,3.0,0.0,6.0,1
2017,CLEAR,0.0,3.0,1.0,0.0,0.0,4.0,1
2017,CLEAR,0.0,4.0,0.0,0.0,0.0,4.0,56
2017,CLEAR,0.0,4.0,1.0,0.0,0.0,5.0,2
2017,CLEAR,0.0,5.0,0.0,0.0,0.0,5.0,18
2017,CLEAR,0.0,6.0,0.0,0.0,0.0,6.0,7
2017,CLEAR,0.0,6.0,4.0,0.0,0.0,10.0,1
2017,CLEAR,0.0,7.0,0.0,0.0,0.0,7.0,2
2017,CLEAR,0.0,7.0,1.0,0.0,0.0,8.0,1
2017,CLEAR,0.0,8.0,0.0,0.0,0.0,8.0,2
2017,CLEAR,0.0,8.0,0.0,1.0,0.0,9.0,1
2017,CLEAR,1.0,0.0,0.0,0.0,0.0,1.0,732
2017,CLEAR,1.0,0.0,0.0,1.0,0.0,2.0,28
2017,CLEAR,1.0,0.0,0.0,2.0,0.0,3.0,7
2017,CLEAR,1.0,0.0,0.0,4.0,0.0,5.0,2
2017,CLEAR,1.0,0.0,0.0,7.0,0.0,8.0,1
2017,CLEAR,1.0,0.0,1.0,0.0,0.0,2.0,3
2017,CLEAR,1.0,1.0,0.0,0.0,0.0,2.0,99
2017,CLEAR,1.0,1.0,0.0,1.0,0.0,3.0,6
2017,CLEAR,1.0,2.0,0.0,0.0,0.0,3.0,20
2017,CLEAR,1.0,2.0,0.0,1.0,0.0,4.0,1
2017,CLEAR,1.0,2.0,1.0,0.0,0.0,4.0,1
2017,CLEAR,1.0,3.0,0.0,0.0,0.0,4.0,13
2017,CLEAR,1.0,4.0,0.0,0.0,0.0,5.0,5
2017,CLEAR,1.0,5.0,0.0,0.0,0.0,6.0,3
2017,CLEAR,2.0,0.0,0.0,0.0,0.0,2.0,61
2017,CLEAR,2.0,0.0,0.0,1.0,0.0,3.0,3
2017,CLEAR,2.0,0.0,0.0,9.0,0.0,11.0,1
2017,CLEAR,2.0,0.0,1.0,0.0,0.0,3.0,1
2017,CLEAR,2.0,1.0,0.0,0.0,0.0,3.0,9
2017,CLEAR,2.0,1.0,0.0,1.0,0.0,4.0,1
2017,CLEAR,2.0,1.0,1.0,0.0,0.0,4.0,1
2017,CLEAR,2.0,2.0,0.0,0.0,0.0,4.0,2
2017,CLEAR,2.0,3.0,0.0,0.0,0.0,5.0,3
2017,CLEAR,2.0,4.0,0.0,0.0,0.0,6.0,4
2017,CLEAR,3.0,0.0,0.0,0.0,0.0,3.0,20
2017,CLEAR,3.0,1.0,0.0,0.0,0.0,4.0,1
2017,CLEAR,3.0,1.0,0.0,3.0,0.0,7.0,1
2017,CLEAR,3.0,2.0,0.0,0.0,0.0,5.0,1
2017,CLEAR,3.0,3.0,0.0,0.0,0.0,6.0,1
2017,CLEAR,4.0,0.0,0.0,0.0,0.0,4.0,5
2017,CLEAR,4.0,0.0,0.0,2.0,0.0,6.0,1
2017,CLEAR,4.0,1.0,0.0,0.0,0.0,5.0,1
2017,CLEAR,5.0,0.0,0.0,0.0,0.0,5.0,1
2017,CLEAR,5.0,0.0,1.0,0.0,0.0,6.0,1
2017,CLEAR,6.0,0.0,0.0,0.0,0.0,6.0,1
2017,CLOUDY/OVERCAST,0.0,0.0,0.0,0.0,0.0,0.0,1946
2017,CLOUDY/OVERCAST,0.0,0.0,0.0,1.0,0.0,1.0,98
2017,CLOUDY/OVERCAST,0.0,0.0,0.0,2.0,0.0,2.0,17
2017,CLOUDY/OVERCAST,0.0,0.0,0.0,3.0,0.0,3.0,3
2017,CLOUDY/OVERCAST,0.0,0.0,1.0,0.0,0.0,1.0,1
2017,CLOUDY/OVERCAST,0.0,1.0,0.0,0.0,0.0,1.0,144
2017,CLOUDY/OVERCAST,0.0,1.0,0.0,1.0,0.0,2.0,7
2017,CLOUDY/OVERCAST,0.0,1.0,0.0,2.0,0.0,3.0,1
2017,CLOUDY/OVERCAST,0.0,2.0,0.0,0.0,0.0,2.0,22
2017,CLOUDY/OVERCAST,0.0,2.0,0.0,1.0,0.0,3.0,2
2017,CLOUDY/OVERCAST,0.0,3.0,0.0,0.0,0.0,3.0,7
2017,CLOUDY/OVERCAST,0.0,4.0,0.0,0.0,0.0,4.0,4
2017,CLOUDY/OVERCAST,0.0,4.0,0.0,2.0,0.0,6.0,1
2017,CLOUDY/OVERCAST,0.0,5.0,0.0,0.0,0.0,5.0,1
2017,CLOUDY/OVERCAST,1.0,0.0,0.0,0.0,0.0,1.0,28
2017,CLOUDY/OVERCAST,1.0,1.0,0.0,0.0,0.0,2.0,5
2017,CLOUDY/OVERCAST,1.0,2.0,0.0,1.0,0.0,4.0,1
2017,CLOUDY/OVERCAST,2.0,0.0,0.0,0.0,0.0,2.0,3
2017,CLOUDY/OVERCAST,2.0,1.0,0.0,0.0,0.0,3.0,1
2017,CLOUDY/OVERCAST,3.0,0.0,0.0,0.0,0.0,3.0,1
2017,CLOUDY/OVERCAST,4.0,0.0,0.0,0.0,0.0,4.0,1
2017,FOG/SMOKE/HAZE,0.0,0.0,0.0,0.0,0.0,0.0,91
2017,FOG/SMOKE/HAZE,0.0,0.0,0.0,1.0,0.0,1.0,1
2017,FOG/SMOKE/HAZE,0.0,0.0,0.0,2.0,0.0,2.0,1
2017,FOG/SMOKE/HAZE,0.0,1.0,0.0,0.0,0.0,1.0,5
2017,FOG/SMOKE/HAZE,0.0,2.0,0.0,0.0,0.0,2.0,2
2017,FOG/SMOKE/HAZE,1.0,0.0,0.0,0.0,0.0,1.0,1
2017,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,181
2017,OTHER,0.0,0.0,0.0,1.0,0.0,1.0,7
2017,OTHER,0.0,0.0,0.0,2.0,0.0,2.0,3
2017,OTHER,0.0,0.0,0.0,4.0,0.0,4.0,1
2017,OTHER,0.0,1.0,0.0,0.0,0.0,1.0,14
2017,OTHER,0.0,2.0,0.0,0.0,0.0,2.0,3
2017,OTHER,0.0,3.0,0.0,0.0,0.0,3.0,1
2017,OTHER,1.0,0.0,0.0,0.0,0.0,1.0,1
2017,OTHER,2.0,0.0,0.0,0.0,0.0,2.0,2
2017,RAIN,0.0,0.0,0.0,0.0,0.0,0.0,7108
2017,RAIN,0.0,0.0,0.0,1.0,0.0,1.0,338
2017,RAIN,0.0,0.0,0.0,2.0,0.0,2.0,43
2017,RAIN,0.0,0.0,0.0,3.0,0.0,3.0,13
2017,RAIN,0.0,0.0,0.0,4.0,0.0,4.0,5
2017,RAIN,0.0,0.0,0.0,5.0,0.0,5.0,3
2017,RAIN,0.0,0.0,1.0,0.0,0.0,1.0,2
2017,RAIN,0.0,0.0,2.0,0.0,0.0,2.0,1
2017,RAIN,0.0,1.0,0.0,0.0,0.0,1.0,447
2017,RAIN,0.0,1.0,0.0,1.0,0.0,2.0,11
2017,RAIN,0.0,1.0,0.0,2.0,0.0,3.0,1
2017,RAIN,0.0,1.0,0.0,3.0,0.0,4.0,1
2017,RAIN,0.0,1.0,0.0,5.0,0.0,6.0,1
2017,RAIN,0.0,1.0,0.0,6.0,0.0,7.0,1
2017,RAIN,0.0,1.0,1.0,0.0,0.0,2.0,2
2017,RAIN,0.0,2.0,0.0,0.0,0.0,2.0,79
2017,RAIN,0.0,2.0,0.0,1.0,0.0,3.0,5
2017,RAIN,0.0,2.0,0.0,2.0,0.0,4.0,3
2017,RAIN,0.0,3.0,0.0,0.0,0.0,3.0,28
2017,RAIN,0.0,4.0,0.0,0.0,0.0,4.0,8
2017,RAIN,0.0,4.0,0.0,1.0,0.0,5.0,1
2017,RAIN,0.0,5.0,0.0,0.0,0.0,5.0,2
2017,RAIN,0.0,6.0,0.0,0.0,0.0,6.0,2
2017,RAIN,1.0,0.0,0.0,0.0,0.0,1.0,110
2017,RAIN,1.0,0.0,0.0,1.0,0.0,2.0,2
2017,RAIN,1.0,1.0,0.0,0.0,0.0,2.0,8
2017,RAIN,1.0,1.0,0.0,1.0,0.0,3.0,1
2017,RAIN,1.0,2.0,0.0,0.0,0.0,3.0,4
2017,RAIN,2.0,0.0,0.0,0.0,0.0,2.0,6
2017,RAIN,2.0,1.0,0.0,0.0,0.0,3.0,1
2017,RAIN,2.0,2.0,0.0,0.0,0.0,4.0,1
2017,RAIN,2.0,4.0,0.0,0.0,0.0,6.0,1
2017,RAIN,3.0,0.0,0.0,0.0,0.0,3.0,3
2017,RAIN,3.0,0.0,2.0,0.0,0.0,5.0,1
2017,RAIN,4.0,0.0,0.0,0.0,0.0,4.0,1
2017,SEVERE CROSS WIND GATE,0.0,0.0,0.0,0.0,0.0,0.0,16
2017,SEVERE CROSS WIND GATE,0.0,1.0,0.0,0.0,0.0,1.0,1
2017,SLEET/HAIL,0.0,0.0,0.0,0.0,0.0,0.0,64
2017,SLEET/HAIL,0.0,0.0,0.0,1.0,0.0,1.0,4
2017,SLEET/HAIL,0.0,0.0,0.0,3.0,0.0,3.0,1
2017,SLEET/HAIL,0.0,1.0,0.0,0.0,0.0,1.0,6
2017,SLEET/HAIL,0.0,2.0,0.0,0.0,0.0,2.0,1
2017,SLEET/HAIL,0.0,2.0,0.0,1.0,0.0,3.0,1
2017,SLEET/HAIL,0.0,5.0,0.0,1.0,0.0,6.0,1
2017,SNOW,0.0,0.0,0.0,0.0,0.0,0.0,1783
2017,SNOW,0.0,0.0,0.0,1.0,0.0,1.0,79
2017,SNOW,0.0,0.0,0.0,2.0,0.0,2.0,8
2017,SNOW,0.0,0.0,0.0,3.0,0.0,3.0,5
2017,SNOW,0.0,0.0,0.0,4.0,0.0,4.0,3
2017,SNOW,0.0,0.0,0.0,5.0,0.0,5.0,1
2017,SNOW,0.0,0.0,1.0,0.0,0.0,1.0,1
2017,SNOW,0.0,1.0,0.0,0.0,0.0,1.0,73
2017,SNOW,0.0,1.0,0.0,1.0,0.0,2.0,2
2017,SNOW,0.0,1.0,0.0,5.0,0.0,6.0,1
2017,SNOW,0.0,2.0,0.0,0.0,0.0,2.0,12
2017,SNOW,0.0,3.0,0.0,0.0,0.0,3.0,5
2017,SNOW,0.0,3.0,0.0,1.0,0.0,4.0,1
2017,SNOW,0.0,4.0,0.0,0.0,0.0,4.0,2
2017,SNOW,0.0,5.0,0.0,0.0,0.0,5.0,1
2017,SNOW,1.0,0.0,0.0,0.0,0.0,1.0,18
2017,SNOW,1.0,1.0,0.0,0.0,0.0,2.0,2
2017,SNOW,1.0,2.0,0.0,0.0,0.0,3.0,1
2017,SNOW,1.0,3.0,0.0,0.0,0.0,4.0,1
2017,SNOW,1.0,4.0,0.0,0.0,0.0,5.0,1
2017,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,2937
2017,UNKNOWN,0.0,0.0,0.0,1.0,0.0,1.0,49
2017,UNKNOWN,0.0,0.0,0.0,2.0,0.0,2.0,5
2017,UNKNOWN,0.0,0.0,0.0,3.0,0.0,3.0,4
2017,UNKNOWN,0.0,1.0,0.0,0.0,0.0,1.0,52
2017,UNKNOWN,0.0,1.0,0.0,1.0,0.0,2.0,1
2017,UNKNOWN,0.0,2.0,0.0,0.0,0.0,2.0,4
2017,UNKNOWN,0.0,2.0,1.0,0.0,0.0,3.0,1
2017,UNKNOWN,0.0,3.0,0.0,0.0,0.0,3.0,1
2017,UNKNOWN,0.0,4.0,0.0,0.0,0.0,4.0,1
2017,UNKNOWN,1.0,0.0,0.0,0.0,0.0,1.0,9
